id,po_id,po_number,vendor_id,vendor_name,requester_id,requester_name,department_id,department_name,po_date,expected_delivery_date,received_date,currency,payment_term_id,payment_term_name,subtotal,tax,shipping,total,po_status,approval_status,approved_by,approved_at,received_status,shipping_terms,delivery_address,notes,created_at,created_by
76,PO0076,PO-2024-0076,VEND038,Penske Logistics,EMP023,Richard Martinez,DEPT003,Operations,2024-11-15,2024-12-07,None,SEK,PT001,Immediate,343195.91,68639.18,633.58,412468.67,Closed,Approved,EMP008,2024-11-22,Fully Received,CIF,"200 Park Blvd, Los Angeles, CA 62570",,2024-11-15T12:00:00Z,Marketing Team
77,PO0077,PO-2024-0077,VEND087,Hilti Corporation,EMP031,Charles Robinson,DEPT001,Finance,2024-04-09,2024-05-05,None,CHF,PT003,Net 30,89560.41,0,1055.62,90616.03,Open,Approved,EMP002,2024-04-15,Not Received,CIF,"427 Main St, New York, TX 25217",Call before delivery,2024-04-09T17:00:00Z,Marketing Team
78,PO0078,PO-2023-0078,VEND070,Tyco International,EMP011,Daniel Anderson,DEPT001,Finance,2023-06-28,2023-07-25,None,GBP,PT004,Net 45,16638.59,0,3260.07,19898.66,Closed,Approved,EMP025,2023-07-05,Fully Received,Ex-Works,"628 Oak Ave, Los Angeles, AZ 70734",Call before delivery,2023-06-28T11:00:00Z,Marketing Team
79,PO0079,PO-2024-0079,VEND074,Verizon Business Group,EMP031,Charles Robinson,DEPT001,Finance,2024-12-22,2025-01-12,None,EUR,PT007,2/10 Net 30,223165.91,40169.86,0,263335.77,Closed,Draft,None,None,Fully Received,Ex-Works,"215 Park Blvd, Chicago, AZ 56557",Call before delivery,2024-12-22T12:00:00Z,Finance Team
80,PO0080,PO-2023-0080,VEND018,Summit Systems,EMP010,Patricia Taylor,DEPT010,Executive Management,2023-11-07,2023-11-26,2023-11-30,EUR,PT006,Net 90,89398.75,4469.94,0,93868.69,Partially Received,Approved,EMP028,2023-11-08,Partially Received,CIF,"899 Park Blvd, Los Angeles, TX 19251",Expedite shipping,2023-11-07T11:00:00Z,IT Team
81,PO0081,PO-2025-0081,VEND052,Moody's Analytics,EMP002,Sarah Williams,DEPT002,Procurement,2025-11-27,2026-01-08,2026-01-07,GBP,PT003,Net 30,431021.97,77583.95,0,508605.92,Open,Approved,EMP008,2025-12-01,Not Received,FOB Origin,"683 Market St, Phoenix, TX 57746",Expedite shipping,2025-11-27T08:00:00Z,HR Team
82,PO0082,PO-2025-0082,VEND095,SKF Group,EMP036,Kimberly Wright,DEPT006,Sales,2025-10-29,2025-11-21,2025-11-22,GBP,PT002,Net 15,138757.69,6937.88,0,145695.57,Open,Approved,EMP031,2025-11-02,Not Received,FOB Origin,"806 Main St, Phoenix, TX 35465",Keep in warehouse,2025-10-29T11:00:00Z,IT Team
83,PO0083,PO-2025-0083,VEND027,Honeywell International,EMP016,Steven Park,DEPT006,Sales,2025-10-19,2025-11-25,2025-11-28,SEK,PT007,2/10 Net 30,260218.87,26021.89,3361.48,289602.24,Cancelled,Approved,EMP013,2025-10-25,Not Received,Ex-Works,"600 Market St, Phoenix, NY 91820",,2025-10-19T10:00:00Z,Sales Team
84,PO0084,PO-2025-0084,VEND083,MSC Industrial Direct,EMP022,Cynthia Lewis,DEPT002,Procurement,2025-07-15,2025-08-05,2025-08-08,SEK,PT004,Net 45,224037.54,11201.88,0,235239.42,Open,Submitted,None,None,Not Received,CIF,"785 Oak Ave, Houston, NY 24620",Expedite shipping,2025-07-15T16:00:00Z,HR Team
85,PO0085,PO-2023-0085,VEND098,Michelin North America,EMP012,Jennifer Park,DEPT002,Procurement,2023-03-28,2023-05-12,2023-05-07,USD,PT001,Immediate,201648.89,20164.89,0,221813.78,Closed,Approved,EMP004,2023-03-30,Fully Received,FOB Destination,"782 Park Blvd, Phoenix, TX 90424",Expedite shipping,2023-03-28T14:00:00Z,IT Team
86,PO0086,PO-2024-0086,VEND086,W.W. Grainger International,EMP032,Susan Clark,DEPT002,Procurement,2024-01-31,2024-02-26,2024-02-27,EUR,PT007,2/10 Net 30,496876.89,99375.38,0,596252.27,Closed,Approved,EMP014,2024-02-07,Fully Received,Ex-Works,"760 Main St, Phoenix, IL 12745",Expedite shipping,2024-01-31T11:00:00Z,Procurement Team
87,PO0087,PO-2025-0087,VEND037,Atlas Air Worldwide,EMP003,Michael Johnson,DEPT003,Operations,2025-04-07,2025-04-30,2025-05-05,CHF,PT005,Net 60,197057.24,9852.86,0,206910.1,Pending Approval,Approved,EMP018,2025-04-09,Not Received,Ex-Works,"878 Park Blvd, New York, TX 14203",,2025-04-07T08:00:00Z,Finance Team
88,PO0088,PO-2024-0088,VEND070,Tyco International,EMP007,James Wilson,DEPT007,Marketing,2024-01-23,2024-03-05,2024-03-05,GBP,PT003,Net 30,44482.52,0,1330.92,45813.44,Closed,Approved,EMP028,2024-01-25,Fully Received,CIF,"561 Oak Ave, Phoenix, CA 90002",Keep in warehouse,2024-01-23T08:00:00Z,HR Team
89,PO0089,PO-2025-0089,VEND024,Schneider Electric,EMP018,Andrew Kim,DEPT008,Legal & Compliance,2025-11-07,2025-12-22,None,USD,PT003,Net 30,173894.32,17389.43,2534.8,193818.55,Pending Approval,Approved,EMP013,2025-11-11,Not Received,FOB Destination,"665 Market St, Los Angeles, IL 24692",Keep in warehouse,2025-11-07T10:00:00Z,Procurement Team
90,PO0090,PO-2026-0090,VEND048,Cummins Inc.,EMP040,Melissa Torres,DEPT010,Executive Management,2026-11-06,2026-12-04,None,EUR,PT001,Immediate,372311.87,0,0,372311.87,Open,Approved,EMP034,2026-11-07,Not Received,FOB Destination,"279 Park Blvd, Phoenix, TX 24610",,2026-11-06T08:00:00Z,Marketing Team
91,PO0091,PO-2024-0091,VEND062,Accenture PLC,EMP019,Rachel Rodriguez,DEPT009,Warehouse & Logistics,2024-10-03,2024-10-18,2024-10-13,USD,PT004,Net 45,131345.79,23642.24,0,154988.03,Open,Approved,EMP026,2024-10-09,Not Received,Ex-Works,"931 Park Blvd, Phoenix, CA 17239",Urgent,2024-10-03T09:00:00Z,HR Team
92,PO0092,PO-2024-0092,VEND097,Goodyear Tire & Rubber,EMP013,Kevin Moore,DEPT003,Operations,2024-06-16,2024-07-10,2024-07-12,GBP,PT002,Net 15,327283.7,16364.18,0,343647.88,Partially Received,Submitted,None,None,Partially Received,Ex-Works,"827 Park Blvd, Los Angeles, TX 18248",,2024-06-16T12:00:00Z,Finance Team
93,PO0093,PO-2023-0093,VEND053,S&P Global Inc.,EMP037,Christopher Lee,DEPT007,Marketing,2023-03-10,2023-04-06,None,SEK,PT002,Net 15,39691.99,1984.6,2269.12,43945.71,Open,Approved,EMP021,2023-03-15,Not Received,CIF,"156 Market St, Phoenix, CA 98575",,2023-03-10T10:00:00Z,IT Team
94,PO0094,PO-2026-0094,VEND071,Waste Management Inc.,EMP026,Amanda Thomas,DEPT006,Sales,2026-10-01,2026-10-21,None,EUR,PT002,Net 15,344920.78,62085.74,3658.62,410665.14,Partially Received,Approved,EMP006,2026-10-03,Partially Received,CIF,"101 Oak Ave, Chicago, AZ 30682",,2026-10-01T11:00:00Z,Marketing Team
95,PO0095,PO-2024-0095,VEND049,Parker Hannifin Corporation,EMP007,James Wilson,DEPT007,Marketing,2024-11-08,2024-12-21,2024-12-26,USD,PT003,Net 30,252550.47,45459.08,0,298009.55,Partially Received,Approved,EMP025,2024-11-11,Partially Received,Ex-Works,"449 Main St, Chicago, IL 40462",Keep in warehouse,2024-11-08T08:00:00Z,IT Team
96,PO0096,PO-2025-0096,VEND035,Expeditors International,EMP032,Susan Clark,DEPT002,Procurement,2025-07-06,2025-07-26,None,GBP,PT005,Net 60,74183.52,7418.35,4232.49,85834.36,Pending Approval,Approved,EMP008,2025-07-13,Not Received,FOB Origin,"788 Oak Ave, Houston, TX 18493",Keep in warehouse,2025-07-06T17:00:00Z,HR Team
97,PO0097,PO-2023-0097,VEND075,T-Mobile for Business,EMP040,Melissa Torres,DEPT010,Executive Management,2023-04-18,2023-05-14,None,GBP,PT003,Net 30,27087.74,1354.39,0,28442.13,Closed,Approved,EMP002,2023-04-24,Fully Received,FOB Destination,"262 Market St, Chicago, CA 29984",Keep in warehouse,2023-04-18T09:00:00Z,Finance Team
98,PO0098,PO-2023-0098,VEND030,Bosch Rexroth AG,EMP023,Richard Martinez,DEPT003,Operations,2023-09-18,2023-10-23,2023-10-28,CHF,PT006,Net 90,335391.51,67078.3,0,402469.81,Partially Received,Approved,EMP029,2023-09-23,Partially Received,FOB Destination,"637 Main St, Houston, IL 40929",,2023-09-18T11:00:00Z,Finance Team
99,PO0099,PO-2024-0099,VEND094,Timken Company,EMP022,Cynthia Lewis,DEPT002,Procurement,2024-02-01,2024-03-02,2024-03-07,SEK,PT001,Immediate,195423.2,39084.64,4589.41,239097.25,Closed,Approved,EMP001,2024-02-04,Fully Received,FOB Origin,"288 Park Blvd, New York, AZ 94370",Expedite shipping,2024-02-01T15:00:00Z,Marketing Team
100,PO0100,PO-2024-0100,VEND015,Best Buy Corp,EMP016,Steven Park,DEPT006,Sales,2024-07-17,2024-08-09,None,INR,PT001,Immediate,447370.94,22368.55,804.97,470544.46,Open,Approved,EMP011,2024-07-23,Not Received,FOB Destination,"154 Oak Ave, Houston, AZ 13206",Expedite shipping,2024-07-17T17:00:00Z,IT Team
101,PO0101,PO-2023-0101,VEND069,ADT Inc.,EMP034,Angela Martinez,DEPT004,Information Technology,2023-12-18,2024-01-17,None,EUR,PT005,Net 60,373298.75,18664.94,0,391963.69,Partially Received,Approved,EMP014,2023-12-22,Partially Received,CIF,"179 Park Blvd, Phoenix, IL 72811",Keep in warehouse,2023-12-18T13:00:00Z,Sales Team
102,PO0102,PO-2025-0102,VEND057,Ernst & Young LLP,EMP014,Lisa Johnson,DEPT004,Information Technology,2025-10-12,2025-11-10,2025-11-07,INR,PT007,2/10 Net 30,424792.37,76462.63,1902.2,503157.2,Open,Approved,EMP019,2025-10-14,Not Received,Ex-Works,"702 Park Blvd, Phoenix, AZ 76217",Urgent,2025-10-12T13:00:00Z,Marketing Team
103,PO0103,PO-2026-0103,VEND098,Michelin North America,EMP038,Stephanie Hall,DEPT008,Legal & Compliance,2026-05-01,2026-06-06,None,USD,PT004,Net 45,17491.45,874.57,2889.83,21255.85,Cancelled,Draft,None,None,Not Received,Ex-Works,"917 Oak Ave, Los Angeles, AZ 79370",Call before delivery,2026-05-01T12:00:00Z,Procurement Team
104,PO0104,PO-2025-0104,VEND088,Makita Corporation,EMP035,Joseph Wilson,DEPT005,Human Resources,2025-03-11,2025-03-31,None,CHF,PT006,Net 90,10663.95,1066.39,0,11730.34,Closed,Approved,EMP007,2025-03-12,Fully Received,FOB Origin,"115 Market St, Houston, IL 34266",Urgent,2025-03-11T09:00:00Z,Marketing Team
105,PO0105,PO-2025-0105,VEND042,"VMware, Inc.",EMP030,Elizabeth Miller,DEPT010,Executive Management,2025-03-29,2025-04-25,2025-04-23,SEK,PT002,Net 15,88618.95,8861.9,86.77,97567.62,Partially Received,Approved,EMP026,2025-04-04,Partially Received,Ex-Works,"655 Market St, Chicago, TX 83272",Call before delivery,2025-03-29T10:00:00Z,Marketing Team
106,PO0106,PO-2025-0106,VEND061,Bain & Company,EMP027,Nancy Davis,DEPT007,Marketing,2025-06-27,2025-08-07,2025-08-03,INR,PT002,Net 15,284080.8,56816.16,3627.76,344524.72,Closed,Approved,EMP021,2025-07-01,Fully Received,FOB Destination,"590 Main St, New York, AZ 74957",Keep in warehouse,2025-06-27T09:00:00Z,Finance Team
107,PO0107,PO-2025-0107,VEND020,Alpha Industries,EMP028,Peter Garcia,DEPT008,Legal & Compliance,2025-06-19,2025-07-06,2025-07-04,SEK,PT007,2/10 Net 30,474839.87,94967.97,0,569807.84,Closed,Approved,EMP025,2025-06-23,Fully Received,Ex-Works,"414 Oak Ave, New York, CA 63613",Call before delivery,2025-06-19T13:00:00Z,Procurement Team
108,PO0108,PO-2023-0108,VEND022,Siemens AG,EMP009,Thomas Brown,DEPT009,Warehouse & Logistics,2023-05-20,2023-06-24,2023-06-23,USD,PT007,2/10 Net 30,400282.08,20014.1,2720.44,423016.62,Closed,Approved,EMP002,2023-05-26,Fully Received,FOB Destination,"866 Oak Ave, Los Angeles, CA 61358",Call before delivery,2023-05-20T13:00:00Z,Sales Team
109,PO0109,PO-2026-0109,VEND060,Boston Consulting Group,EMP012,Jennifer Park,DEPT002,Procurement,2026-03-20,2026-04-20,2026-04-22,SEK,PT005,Net 60,460803.27,92160.65,1671.01,554634.93,Open,Draft,None,None,Not Received,FOB Destination,"203 Park Blvd, Houston, AZ 14833",Expedite shipping,2026-03-20T16:00:00Z,HR Team
110,PO0110,PO-2024-0110,VEND086,W.W. Grainger International,EMP032,Susan Clark,DEPT002,Procurement,2024-01-18,2024-02-20,2024-02-17,EUR,PT002,Net 15,26346,2634.6,0,28980.6,Closed,Approved,EMP003,2024-01-22,Fully Received,FOB Origin,"642 Oak Ave, Houston, NY 74001",,2024-01-18T15:00:00Z,Marketing Team
111,PO0111,PO-2024-0111,VEND034,C.H. Robinson Worldwide,EMP010,Patricia Taylor,DEPT010,Executive Management,2024-04-02,2024-05-09,2024-05-05,SEK,PT007,2/10 Net 30,92694.79,9269.48,0,101964.27,Closed,Rejected,None,None,Fully Received,FOB Destination,"516 Park Blvd, Phoenix, AZ 62354",Urgent,2024-04-02T08:00:00Z,Sales Team
112,PO0112,PO-2026-0112,VEND036,Kuehne + Nagel,EMP014,Lisa Johnson,DEPT004,Information Technology,2026-01-16,2026-02-09,2026-02-13,INR,PT006,Net 90,490052.91,24502.65,0,514555.56,Closed,Approved,EMP002,2026-01-23,Fully Received,Ex-Works,"586 Park Blvd, Phoenix, NY 45562",Urgent,2026-01-16T15:00:00Z,Marketing Team
113,PO0113,PO-2023-0113,VEND018,Summit Systems,EMP040,Melissa Torres,DEPT010,Executive Management,2023-06-18,2023-07-16,2023-07-19,EUR,PT002,Net 15,420694.08,0,1307.6,422001.68,Closed,Approved,EMP020,2023-06-21,Fully Received,FOB Origin,"164 Oak Ave, New York, AZ 36143",Keep in warehouse,2023-06-18T16:00:00Z,IT Team
114,PO0114,PO-2026-0114,VEND074,Verizon Business Group,EMP028,Peter Garcia,DEPT008,Legal & Compliance,2026-03-09,2026-04-07,2026-04-02,EUR,PT001,Immediate,218240.63,43648.13,4867.67,266756.43,Open,Submitted,None,None,Not Received,FOB Origin,"976 Main St, Chicago, AZ 99784",Urgent,2026-03-09T16:00:00Z,Procurement Team
115,PO0115,PO-2024-0115,VEND097,Goodyear Tire & Rubber,EMP022,Cynthia Lewis,DEPT002,Procurement,2024-05-28,2024-07-09,2024-07-07,GBP,PT007,2/10 Net 30,115534.78,11553.48,4364.72,131452.98,Closed,Approved,EMP001,2024-05-30,Fully Received,Ex-Works,"175 Oak Ave, Phoenix, AZ 25812",,2024-05-28T08:00:00Z,Finance Team
116,PO0116,PO-2026-0116,VEND091,Ingersoll Rand,EMP032,Susan Clark,DEPT002,Procurement,2026-06-28,2026-08-08,None,GBP,PT001,Immediate,430863.38,77555.41,0,508418.79,Open,Approved,EMP023,2026-06-30,Not Received,CIF,"953 Main St, Los Angeles, AZ 24882",Expedite shipping,2026-06-28T09:00:00Z,Procurement Team
117,PO0117,PO-2023-0117,VEND074,Verizon Business Group,EMP012,Jennifer Park,DEPT002,Procurement,2023-09-16,2023-10-19,2023-10-23,EUR,PT001,Immediate,252177.92,25217.79,0,277395.71,Partially Received,Submitted,None,None,Partially Received,FOB Origin,"164 Oak Ave, New York, NY 66051",Call before delivery,2023-09-16T09:00:00Z,IT Team
118,PO0118,PO-2024-0118,VEND079,UniFirst Corporation,EMP008,Maria Garcia,DEPT008,Legal & Compliance,2024-01-29,2024-03-02,2024-02-27,USD,PT002,Net 15,93663.41,4683.17,0,98346.58,Closed,Approved,EMP035,2024-02-04,Fully Received,FOB Destination,"949 Oak Ave, Houston, IL 45710",Expedite shipping,2024-01-29T13:00:00Z,Marketing Team
119,PO0119,PO-2024-0119,VEND057,Ernst & Young LLP,EMP020,Laura Adams,DEPT010,Executive Management,2024-12-12,2025-01-06,None,INR,PT006,Net 90,77002.17,15400.43,0,92402.6,Partially Received,Approved,EMP021,2024-12-16,Partially Received,FOB Destination,"958 Park Blvd, Houston, NY 64679",Expedite shipping,2024-12-12T17:00:00Z,Finance Team
120,PO0120,PO-2026-0120,VEND020,Alpha Industries,EMP005,Robert Kim,DEPT005,Human Resources,2026-06-08,2026-07-11,2026-07-15,SEK,PT003,Net 30,430480.61,21524.03,4072.25,456076.89,Open,Rejected,None,None,Not Received,FOB Origin,"526 Oak Ave, Houston, IL 65891",Expedite shipping,2026-06-08T08:00:00Z,Marketing Team
121,PO0121,PO-2025-0121,VEND037,Atlas Air Worldwide,EMP012,Jennifer Park,DEPT002,Procurement,2025-03-02,2025-04-10,2025-04-14,CHF,PT007,2/10 Net 30,452470.5,0,2119.41,454589.91,Open,Approved,EMP034,2025-03-06,Not Received,FOB Destination,"545 Market St, New York, CA 33690",Expedite shipping,2025-03-02T15:00:00Z,IT Team
122,PO0122,PO-2026-0122,VEND015,Best Buy Corp,EMP040,Melissa Torres,DEPT010,Executive Management,2026-03-31,2026-05-07,2026-05-06,INR,PT004,Net 45,399303.56,0,2890.95,402194.51,Closed,Approved,EMP020,2026-04-03,Fully Received,Ex-Works,"443 Oak Ave, Houston, TX 32189",Expedite shipping,2026-03-31T16:00:00Z,HR Team
123,PO0123,PO-2026-0123,VEND065,Sodexo S.A.,EMP006,Amanda Lee,DEPT006,Sales,2026-07-09,2026-08-19,2026-08-20,INR,PT005,Net 60,252405.92,50481.18,4262.42,307149.52,Closed,Approved,EMP036,2026-07-10,Fully Received,FOB Origin,"808 Market St, Phoenix, NY 17020",Urgent,2026-07-09T10:00:00Z,Procurement Team
124,PO0124,PO-2025-0124,VEND016,New Horizons,EMP029,Jennifer Lee,DEPT009,Warehouse & Logistics,2025-04-06,2025-05-18,2025-05-13,GBP,PT004,Net 45,172138.65,8606.93,4990.07,185735.65,Partially Received,Approved,EMP037,2025-04-10,Partially Received,FOB Origin,"354 Market St, Chicago, TX 67431",Urgent,2025-04-06T16:00:00Z,Finance Team
125,PO0125,PO-2023-0125,VEND069,ADT Inc.,EMP015,Mark Davis,DEPT005,Human Resources,2023-09-19,2023-10-31,None,EUR,PT002,Net 15,268046.09,13402.3,0,281448.39,Closed,Approved,EMP030,2023-09-21,Fully Received,Ex-Works,"907 Main St, Phoenix, IL 90483",Urgent,2023-09-19T17:00:00Z,Procurement Team
126,PO0126,PO-2026-0126,VEND052,Moody's Analytics,EMP012,Jennifer Park,DEPT002,Procurement,2026-03-31,2026-05-03,2026-05-03,GBP,PT007,2/10 Net 30,50616.52,0,0,50616.52,Partially Received,Rejected,None,None,Partially Received,Ex-Works,"560 Main St, Houston, AZ 55210",Keep in warehouse,2026-03-31T09:00:00Z,Procurement Team
127,PO0127,PO-2024-0127,VEND034,C.H. Robinson Worldwide,EMP017,Michelle Chen,DEPT007,Marketing,2024-05-16,2024-06-25,2024-06-23,SEK,PT006,Net 90,456575.01,91315,776.14,548666.15,Partially Received,Approved,EMP001,2024-05-20,Partially Received,Ex-Works,"925 Oak Ave, Houston, NY 49356",Urgent,2024-05-16T15:00:00Z,HR Team
128,PO0128,PO-2025-0128,VEND072,Republic Services,EMP035,Joseph Wilson,DEPT005,Human Resources,2025-04-26,2025-05-24,None,SEK,PT007,2/10 Net 30,451577.43,81283.94,3276.76,536138.13,Partially Received,Approved,EMP023,2025-04-27,Partially Received,Ex-Works,"335 Main St, New York, NY 76716",Urgent,2025-04-26T16:00:00Z,Marketing Team
129,PO0129,PO-2025-0129,VEND003,IMPORTING COMPANY,EMP005,Robert Kim,DEPT005,Human Resources,2025-04-08,2025-04-25,2025-04-25,GBP,PT001,Immediate,362037.52,0,516.69,362554.21,Cancelled,Approved,EMP007,2025-04-09,Not Received,FOB Origin,"935 Park Blvd, Los Angeles, IL 17055",Call before delivery,2025-04-08T15:00:00Z,IT Team
130,PO0130,PO-2025-0130,VEND010,Tech Solutions Ltd,EMP003,Michael Johnson,DEPT003,Operations,2025-06-01,2025-06-27,2025-06-30,USD,PT007,2/10 Net 30,245288.43,44151.92,4300.3,293740.65,Closed,Draft,None,None,Fully Received,FOB Destination,"623 Park Blvd, Houston, IL 21561",Keep in warehouse,2025-06-01T13:00:00Z,Marketing Team
131,PO0131,PO-2025-0131,VEND042,"VMware, Inc.",EMP001,David Chen,DEPT001,Finance,2025-02-25,2025-03-21,None,SEK,PT004,Net 45,206545.59,41309.12,2037.59,249892.3,Open,Approved,EMP031,2025-02-27,Not Received,FOB Destination,"450 Main St, Phoenix, AZ 17229",Expedite shipping,2025-02-25T15:00:00Z,IT Team
132,PO0132,PO-2023-0132,VEND032,UPS Supply Chain Solutions,EMP021,Brian Thompson,DEPT001,Finance,2023-05-11,2023-06-05,2023-06-08,EUR,PT001,Immediate,341542.36,17077.12,0,358619.48,Closed,Approved,EMP029,2023-05-13,Fully Received,Ex-Works,"306 Oak Ave, Houston, AZ 27871",,2023-05-11T12:00:00Z,IT Team
133,PO0133,PO-2023-0133,VEND021,Johnson Controls,EMP023,Richard Martinez,DEPT003,Operations,2023-01-07,2023-01-26,2023-01-27,USD,PT005,Net 60,453862.38,45386.24,0,499248.62,Cancelled,Approved,EMP014,2023-01-08,Not Received,CIF,"663 Park Blvd, Chicago, CA 88706",Urgent,2023-01-07T15:00:00Z,Finance Team
134,PO0134,PO-2024-0134,VEND078,Cintas Corporation,EMP001,David Chen,DEPT001,Finance,2024-05-20,2024-06-29,None,USD,PT006,Net 90,87354.7,4367.73,0,91722.43,Closed,Rejected,None,None,Fully Received,CIF,"811 Main St, Chicago, TX 98379",Expedite shipping,2024-05-20T11:00:00Z,Sales Team
135,PO0135,PO-2025-0135,VEND020,Alpha Industries,EMP011,Daniel Anderson,DEPT001,Finance,2025-05-16,2025-06-30,2025-06-27,SEK,PT007,2/10 Net 30,305608.58,55009.54,0,360618.12,Open,Approved,EMP008,2025-05-23,Not Received,FOB Destination,"211 Oak Ave, Houston, CA 53730",Urgent,2025-05-16T10:00:00Z,IT Team
136,PO0136,PO-2025-0136,VEND013,Quick Logistics,EMP021,Brian Thompson,DEPT001,Finance,2025-05-21,2025-06-05,None,GBP,PT007,2/10 Net 30,407349.41,40734.94,0,448084.35,Open,Approved,EMP025,2025-05-22,Not Received,Ex-Works,"378 Oak Ave, Chicago, CA 43493",Expedite shipping,2025-05-21T13:00:00Z,IT Team
137,PO0137,PO-2025-0137,VEND081,Kimberly-Clark Professional,EMP007,James Wilson,DEPT007,Marketing,2025-11-04,2025-11-20,2025-11-22,SEK,PT004,Net 45,158843.04,0,1070.69,159913.73,Open,Approved,EMP010,2025-11-10,Not Received,FOB Destination,"645 Market St, Houston, AZ 26192",,2025-11-04T10:00:00Z,Marketing Team
138,PO0138,PO-2023-0138,VEND029,Rockwell Automation,EMP027,Nancy Davis,DEPT007,Marketing,2023-02-18,2023-03-10,2023-03-07,USD,PT006,Net 90,214989.12,21498.91,1019.62,237507.65,Open,Approved,EMP013,2023-02-25,Not Received,FOB Origin,"787 Main St, New York, CA 14430",Call before delivery,2023-02-18T10:00:00Z,Marketing Team
139,PO0139,PO-2026-0139,VEND012,Elite Services,EMP003,Michael Johnson,DEPT003,Operations,2026-05-02,2026-05-20,2026-05-19,SEK,PT006,Net 90,289989.59,28998.96,1084.72,320073.27,Open,Approved,EMP031,2026-05-09,Not Received,Ex-Works,"379 Market St, Chicago, AZ 81946",,2026-05-02T15:00:00Z,IT Team
140,PO0140,PO-2023-0140,VEND062,Accenture PLC,EMP025,Jason Harris,DEPT005,Human Resources,2023-04-05,2023-05-20,None,USD,PT006,Net 90,292331.49,58466.3,4653.89,355451.68,Open,Approved,EMP032,2023-04-11,Not Received,FOB Origin,"903 Park Blvd, Phoenix, NY 43360",Expedite shipping,2023-04-05T09:00:00Z,IT Team
141,PO0141,PO-2025-0141,VEND051,Thomson Reuters,EMP010,Patricia Taylor,DEPT010,Executive Management,2025-11-01,2025-12-09,2025-12-06,USD,PT003,Net 30,351600.55,63288.1,1373.12,416261.77,Partially Received,Approved,EMP014,2025-11-06,Partially Received,CIF,"369 Oak Ave, Chicago, IL 53686",,2025-11-01T17:00:00Z,Procurement Team
142,PO0142,PO-2023-0142,VEND092,Baldor Electric Company,EMP018,Andrew Kim,DEPT008,Legal & Compliance,2023-02-07,2023-03-08,None,CHF,PT005,Net 60,53586.89,2679.34,0,56266.23,Closed,Rejected,None,None,Fully Received,Ex-Works,"832 Market St, Los Angeles, IL 51794",,2023-02-07T14:00:00Z,IT Team
143,PO0143,PO-2023-0143,VEND096,Gates Corporation,EMP003,Michael Johnson,DEPT003,Operations,2023-11-02,2023-11-20,2023-11-19,EUR,PT004,Net 45,40915.51,8183.1,0,49098.61,Open,Approved,EMP013,2023-11-06,Not Received,FOB Destination,"789 Main St, Phoenix, AZ 21744",,2023-11-02T13:00:00Z,IT Team
