id,invoice_item_id,invoice_id,line_number,item_code,description,quantity,unit,unit_price,discount,tax_rate,tax_amount,line_total,po_number,received_quantity,matching_status,notes
176,INVREC00037-01,INVREC00037,1,ACC-002,Systems Integration,1,Project,84385.37,0,20,16877.07,84385.37,PO-2026-1185,1,Matched,Three-way match completed.
177,INVREC00037-02,INVREC00037,2,ACC-001,Technology Consulting,23,Hour,3479.16,0,20,16004.12,80020.61,PO-2026-1185,23,Matched,Matched to purchase order.
178,INVREC00038-01,INVREC00038,1,DEL-002,Tax Consulting,24,Hour,3717.63,0,0,0,89223.19,PO-2025-0395,24,Matched,Ready for payment.
179,INVREC00038-02,INVREC00038,2,DEL-001,Audit Services,1,Project,111785.37,0,0,0,111785.37,PO-2025-0395,1,Matched,Goods receipt confirmed.
180,INVREC00039-01,INVREC00039,1,SEC-002,Access Control Systems,2,Unit,25627.92,0,20,10251.17,51255.84,PO-2024-0688,2,Matched,Ready for payment.
181,INVREC00039-02,INVREC00039,2,SEC-001,Security Guard Services,102,Hour,777.57,0,20,15862.33,79311.67,PO-2024-0688,102,Matched,Three-way match completed.
182,INVREC00040-01,INVREC00040,1,SFS-002,Sales Cloud,10,User,30064.55,0,5,15032.27,300645.47,PO-2025-0240,8,Awaiting Approval,Pending goods receipt confirmation.
183,INVREC00040-02,INVREC00040,2,SFS-001,CRM License,20,User,7049.62,0,5,7049.62,140992.36,PO-2025-0240,18,Awaiting Approval,Pending goods receipt confirmation.
184,INVREC00041-01,INVREC00041,1,EXP-001,Customs Clearance,3,Shipment,70151.37,0,5,10522.71,210454.11,PO-2026-1453,3,Matched,Three-way match completed.
185,INVREC00041-02,INVREC00041,2,EXP-002,International Logistics,3,Shipment,95258.18,0,5,14288.73,285774.53,PO-2026-1453,3,Matched,Matched to purchase order.
186,INVREC00042-01,INVREC00042,1,ABB-002,Drives & Motors,8,Unit,11969.74,0,0,0,95757.92,PO-2026-0893,8,Matched,Ready for payment.
187,INVREC00042-02,INVREC00042,2,ABB-001,Power Automation,4,Unit,61986.15,0,0,0,247944.61,PO-2026-0893,4,Matched,Validated automatically.
188,INVREC00043-01,INVREC00043,1,WMI-002,Recycling Services,10,Month,9967.4,0,18,17941.32,99673.99,PO-2023-0782,10,Matched,Validated automatically.
189,INVREC00043-02,INVREC00043,2,WMI-001,Waste Collection,2,Month,58143.17,0,18,20931.54,116286.33,PO-2023-0782,2,Matched,Goods receipt confirmed.
190,INVREC00044-01,INVREC00044,1,CMX-002,Voice Services,37,Line,4880.3,0,20,36114.22,180571.12,PO-2023-0363,37,Matched,Goods receipt confirmed.
191,INVREC00044-02,INVREC00044,2,CMX-001,Broadband Internet,1,Month,114238.88,11423.89,20,22847.78,114238.88,PO-2023-0363,1,Matched,Three-way match completed.
192,INVREC00045-01,INVREC00045,1,FES-002,Valves,10,Unit,11146.8,0,0,0,111467.99,PO-2026-0215,10,Matched,Successfully matched against PO.
193,INVREC00045-02,INVREC00045,2,FES-001,Pneumatic Systems,15,Unit,12137.63,7282.58,0,0,182064.39,PO-2026-0215,15,Matched,Validated automatically.
194,INVREC00046-01,INVREC00046,1,SNA-001,Hand Tools,3,Unit,73740.39,0,20,44244.24,221221.18,PO-2025-0510,3,Matched,Matched to purchase order.
195,INVREC00046-02,INVREC00046,2,SNA-002,Diagnostic Equipment,4,Unit,39395.55,0,20,31516.44,157582.21,PO-2025-0510,4,Matched,Successfully matched against PO.
196,INVREC00047-01,INVREC00047,1,SIE-002,Electrical Equipment,8,Unit,14633.86,9365.67,5,5385.26,117070.85,PO-2026-0750,8,Matched,Validated automatically.
197,INVREC00047-02,INVREC00047,2,SIE-001,Industrial Automation,4,Unit,41811.02,0,5,8830.49,167244.06,PO-2026-0750,4,Matched,Ready for payment.
198,INVREC00048-01,INVREC00048,1,VMW-001,vSphere License,1,CPU,269840.49,10793.62,5,12952.34,269840.49,PO-2026-0064,1,Matched,Successfully matched against PO.
199,INVREC00048-02,INVREC00048,2,VMW-002,Support Services,3,Year,72607.68,0,5,11430.84,217823.04,PO-2026-0064,3,Matched,Ready for payment.
200,INVREC00049-01,INVREC00049,1,MS-DYN,Dynamics 365 License,5,Seat,2101.6,0,10,1050.8,10508,PO-2026-0486,5,Matched,Validated automatically.
201,INVREC00049-02,INVREC00049,2,MS-365,Microsoft 365 Business Premium,200,Seat,119.67,0,10,2393.49,23934.89,PO-2026-0486,200,Matched,Three-way match completed.
202,INVREC00049-03,INVREC00049,3,MS-PBI,Power BI Pro,77,Seat,323.48,0,10,2490.79,24907.85,PO-2026-0486,77,Matched,Three-way match completed.
203,INVREC00049-04,INVREC00049,4,MS-AZ,Azure Subscription,4,Month,7151.28,0,10,2860.51,28605.12,PO-2026-0486,4,Matched,Validated automatically.
204,INVREC00050-01,INVREC00050,1,VMW-002,Support Services,1,Year,43956.22,0,5,2197.81,43956.22,PO-2025-0614,1,Matched,Three-way match completed.
205,INVREC00050-02,INVREC00050,2,VMW-001,vSphere License,8,CPU,8620.72,0,5,3448.29,68965.79,PO-2025-0614,8,Matched,Ready for payment.
206,INVREC00051-01,INVREC00051,1,THO-001,Legal Research Software,15,User,12544.08,0,18,33869.02,188161.23,PO-2025-0141,15,Matched,Goods receipt confirmed.
207,INVREC00051-02,INVREC00051,2,THO-002,Tax Software,6,User,27239.89,0,18,29419.08,163439.32,PO-2025-0141,6,Matched,Three-way match completed.
208,INVREC00052-01,INVREC00052,1,GE-002,Medical Equipment,1,Unit,112701.85,0,0,0,112701.85,PO-2024-0774,1,Matched,Goods receipt confirmed.
209,INVREC00052-02,INVREC00052,2,GE-001,Power Generation,2,Unit,50503.19,0,0,0,101006.37,PO-2024-0774,2,Matched,Goods receipt confirmed.
210,INVREC00053-01,INVREC00053,1,ELT-002,Facility Maintenance,7,Hour,21262.95,0,18,26791.32,148840.67,PO-2026-0656,7,Matched,Goods receipt confirmed.
211,INVREC00053-02,INVREC00053,2,ELT-001,Janitorial Services,17,Visit,6336.1,0,18,19388.46,107713.65,PO-2026-0656,17,Matched,Successfully matched against PO.
212,INVREC00054-01,INVREC00054,1,TYC-001,Fire Protection Systems,1,Unit,170611.29,0,20,34122.26,170611.29,PO-2023-1495,1,Matched,Successfully matched against PO.
213,INVREC00054-02,INVREC00054,2,TYC-002,Building Safety,1,System,103010.59,0,20,20602.12,103010.59,PO-2023-1495,1,Matched,Successfully matched against PO.
214,INVREC00055-01,INVREC00055,1,BAI-002,Due Diligence,1,Project,263609.56,0,18,47449.72,263609.56,PO-2025-0875,1,Matched,Goods receipt confirmed.
215,INVREC00055-02,INVREC00055,2,BAI-001,Strategy Services,27,Hour,7056.65,0,18,34295.34,190529.68,PO-2025-0875,27,Matched,Successfully matched against PO.
216,INVREC00056-01,INVREC00056,1,ECO-002,Sanitation Services,10,Month,6563.96,0,18,11815.12,65639.55,PO-2025-0517,10,Matched,Goods receipt confirmed.
217,INVREC00056-02,INVREC00056,2,ECO-001,Cleaning Chemicals,4,Case,15062.81,0,18,10845.22,60251.22,PO-2025-0517,4,Matched,Matched to purchase order.
218,INVREC00057-01,INVREC00057,1,ATT-002,Internet Services,8,Month,3373.17,0,5,1349.27,26985.36,PO-2025-0034,8,Matched,Matched to purchase order.
219,INVREC00057-02,INVREC00057,2,ATT-001,Phone Services,81,Line,206.88,0,5,837.85,16757.04,PO-2025-0034,81,Matched,Three-way match completed.
220,INVREC00058-01,INVREC00058,1,EXP-001,Customs Clearance,2,Shipment,12257.6,0,18,4412.74,24515.2,PO-2026-0610,2,Matched,Ready for payment.
221,INVREC00058-02,INVREC00058,2,EXP-002,International Logistics,3,Shipment,11378.36,0,18,6144.32,34135.09,PO-2026-0610,3,Matched,Validated automatically.
222,INVREC00059-01,INVREC00059,1,BBY-001,Television,4,Unit,9443.88,0,5,1888.78,37775.53,PO-2024-0354,4,Matched,Matched to purchase order.
223,INVREC00059-02,INVREC00059,2,BBY-002,Audio System,5,Unit,16887.88,0,5,4221.97,84439.41,PO-2024-0354,5,Matched,Goods receipt confirmed.
224,INVREC00060-01,INVREC00060,1,BRI-001,Tires,15,Unit,5487.04,0,20,16461.12,82305.58,PO-2025-0595,15,Matched,Successfully matched against PO.
225,INVREC00060-02,INVREC00060,2,BRI-002,Tire Services,6,Month,23694.03,0,20,28432.84,142164.18,PO-2025-0595,6,Matched,Ready for payment.
226,INVREC00061-01,INVREC00061,1,PEN-001,Fleet Management,8,Month,15994.61,0,0,0,127956.88,PO-2025-1219,8,Matched,Validated automatically.
227,INVREC00061-02,INVREC00061,2,PEN-002,Distribution Services,27,Pallet,7728.45,0,0,0,208668.13,PO-2025-1219,27,Matched,Validated automatically.
228,INVREC00062-01,INVREC00062,1,SCH-002,Electrical Components,33,Unit,2238.45,0,5,3693.44,73868.76,PO-2026-0856,24,Awaiting Approval,Pending goods receipt confirmation.
229,INVREC00062-02,INVREC00062,2,SCH-001,Energy Management,2,System,38135.5,0,5,3813.55,76270.99,PO-2026-0856,2,Awaiting Approval,Pending goods receipt confirmation.
230,INVREC00063-01,INVREC00063,1,MAK-002,Accessories,27,Box,7440.27,0,18,36159.7,200887.2,PO-2023-0810,27,Matched,Goods receipt confirmed.
231,INVREC00063-02,INVREC00063,2,MAK-001,Power Tools,2,Unit,65595.82,0,18,23614.5,131191.64,PO-2023-0810,2,Matched,Three-way match completed.
232,INVREC00064-01,INVREC00064,1,BOS-002,Linear Motion,9,Unit,11650.09,0,10,10485.08,104850.81,PO-2024-0787,9,Matched,Three-way match completed.
233,INVREC00064-02,INVREC00064,2,BOS-001,Hydraulic Systems,4,Unit,29150.34,0,10,11660.13,116601.34,PO-2024-0787,4,Matched,Goods receipt confirmed.
234,INVREC00065-01,INVREC00065,1,IR-001,Compressed Air Systems,3,Unit,85534.36,0,18,46188.55,256603.08,PO-2026-0116,3,Matched,Matched to purchase order.
235,INVREC00065-02,INVREC00065,2,IR-002,Air Tools,4,Unit,43565.08,0,18,31366.85,174260.3,PO-2026-0116,4,Matched,Validated automatically.
236,INVREC00066-01,INVREC00066,1,ATT-002,Internet Services,12,Month,5796.89,0,20,13912.55,69562.73,PO-2024-0514,12,Matched,Matched to purchase order.
237,INVREC00066-02,INVREC00066,2,ATT-001,Phone Services,18,Line,5127.29,4614.56,20,18458.23,92291.15,PO-2024-0514,18,Matched,Validated automatically.
238,INVREC00067-01,INVREC00067,1,ALP-002,Spare Parts,5,Box,29714.1,0,18,26742.69,148570.52,PO-2026-1383,5,Matched,Goods receipt confirmed.
239,INVREC00067-02,INVREC00067,2,ALP-001,Heavy Machinery,1,Unit,151154.35,6046.17,18,27207.79,151154.35,PO-2026-1383,1,Matched,Goods receipt confirmed.
240,INVREC00068-01,INVREC00068,1,WMI-001,Waste Collection,1,Month,226114.73,0,18,40700.65,226114.73,PO-2026-0094,1,Matched,Goods receipt confirmed.
241,INVREC00068-02,INVREC00068,2,WMI-002,Recycling Services,6,Month,19801.01,0,18,21385.09,118806.05,PO-2026-0094,6,Matched,Ready for payment.
242,INVREC00069-01,INVREC00069,1,WMI-001,Waste Collection,4,Month,35181.92,0,18,25330.98,140727.68,PO-2026-0094,4,Matched,Ready for payment.
243,INVREC00069-02,INVREC00069,2,WMI-002,Recycling Services,4,Month,51048.28,0,18,36754.76,204193.1,PO-2026-0094,4,Matched,Ready for payment.
244,INVREC00070-01,INVREC00070,1,EMR-002,Valves & Actuators,12,Unit,26404.19,25348.03,5,14575.12,316850.33,PO-2024-1257,12,Matched,Matched to purchase order.
245,INVREC00070-02,INVREC00070,2,EMR-001,Process Control,4,Unit,37658.44,6025.35,5,8799.09,150633.77,PO-2024-1257,4,Matched,Matched to purchase order.
246,INVREC00071-01,INVREC00071,1,IBM-002,Consulting Services,5,Hour,38345.87,0,10,19172.94,191729.35,PO-2025-0912,5,Matched,Three-way match completed.
247,INVREC00071-02,INVREC00071,2,IBM-001,Mainframe Hardware,1,Unit,259684.05,0,10,25968.41,259684.05,PO-2025-0912,1,Matched,Ready for payment.
248,INVREC00072-01,INVREC00072,1,TMO-001,Mobile Plans,71,Line,2174.63,0,0,0,154398.78,PO-2026-0381,71,Matched,Ready for payment.
249,INVREC00072-02,INVREC00072,2,TMO-002,IoT Services,328,Device,488.03,8003.76,0,0,160075.2,PO-2026-0381,328,Matched,Three-way match completed.
250,INVREC00073-01,INVREC00073,1,SKF-002,Seals,5,Box,2732.86,0,0,0,13664.29,PO-2023-0223,4,Awaiting Approval,Pending goods receipt confirmation.
251,INVREC00073-02,INVREC00073,2,SKF-001,Industrial Bearings,8,Unit,1610.43,0,0,0,12883.47,PO-2023-0223,6,Awaiting Approval,Pending goods receipt confirmation.
252,INVREC00074-01,INVREC00074,1,JLL-001,Property Management,10,Month,1644.69,0,20,3289.39,16446.93,PO-2026-1124,10,Matched,Successfully matched against PO.
253,INVREC00074-02,INVREC00074,2,JLL-002,Leasing Services,2,Project,8223.47,0,20,3289.39,16446.94,PO-2026-1124,2,Matched,Ready for payment.
254,INVREC00075-01,INVREC00075,1,SCH-001,Energy Management,3,System,37665.27,0,18,20339.25,112995.81,PO-2024-0339,3,Matched,Goods receipt confirmed.
255,INVREC00075-02,INVREC00075,2,SCH-002,Electrical Components,14,Unit,7954.16,0,18,20044.47,111358.19,PO-2024-0339,14,Matched,Ready for payment.
256,INVREC00076-01,INVREC00076,1,MOD-002,Office Chair,6,Unit,22244.55,0,20,26693.46,133467.3,PO-2025-1388,6,Matched,Three-way match completed.
257,INVREC00076-02,INVREC00076,2,MOD-001,Office Desk,3,Unit,17202.45,0,20,10321.47,51607.36,PO-2025-1388,3,Matched,Matched to purchase order.
258,INVREC00077-01,INVREC00077,1,EXP-001,Customs Clearance,1,Shipment,126082.94,0,18,22694.93,126082.94,PO-2025-0147,1,Matched,Ready for payment.
259,INVREC00077-02,INVREC00077,2,EXP-002,International Logistics,1,Shipment,99594.93,0,18,17927.09,99594.93,PO-2025-0147,1,Matched,Ready for payment.
260,INVREC00078-01,INVREC00078,1,PIN-001,Financial Advisory,18,Hour,9481.33,0,10,17066.39,170663.92,PO-2024-0977,18,Matched,Successfully matched against PO.
261,INVREC00078-02,INVREC00078,2,PIN-002,Investment Services,1,Project,228469.45,0,10,22846.95,228469.45,PO-2024-0977,1,Matched,Three-way match completed.
262,INVREC00079-01,INVREC00079,1,QL-002,Courier Services,23,Package,3769.42,0,10,8669.66,86696.64,PO-2023-0158,23,Matched,Validated automatically.
263,INVREC00079-02,INVREC00079,2,QL-001,Domestic Freight,17,Pallet,10774.23,0,10,18316.19,183161.91,PO-2023-0158,17,Matched,Matched to purchase order.
264,INVREC00080-01,INVREC00080,1,FES-001,Pneumatic Systems,16,Unit,17241.01,0,5,13792.81,275856.23,PO-2023-0598,16,Matched,Ready for payment.
265,INVREC00080-02,INVREC00080,2,FES-002,Valves,25,Unit,6838.13,0,5,8547.66,170953.15,PO-2023-0598,25,Matched,Successfully matched against PO.
266,INVREC00081-01,INVREC00081,1,SAMI-02,Design Work,2,Hour,77661.25,0,0,0,155322.49,PO-2026-0902,2,Matched,Matched to purchase order.
267,INVREC00081-02,INVREC00081,2,SAMI-01,Consulting Services,9,Hour,13699.69,0,0,0,123297.24,PO-2026-0902,9,Matched,Successfully matched against PO.
268,INVREC00082-01,INVREC00082,1,IBM-001,Mainframe Hardware,1,Unit,58912.22,0,0,0,58912.22,PO-2023-1164,1,Matched,Goods receipt confirmed.
269,INVREC00082-02,INVREC00082,2,IBM-002,Consulting Services,26,Hour,5215.74,0,0,0,135609.25,PO-2023-1164,26,Matched,Goods receipt confirmed.
270,INVREC00083-01,INVREC00083,1,MCD-001,Catering Services,3,Event,20299.41,0,0,0,60898.22,PO-2023-0952,3,Matched,Goods receipt confirmed.
271,INVREC00084-01,INVREC00084,1,MIC-001,Truck Tires,8,Unit,26402.94,0,20,42244.71,211223.54,PO-2025-0861,8,Matched,Validated automatically.
272,INVREC00084-02,INVREC00084,2,MIC-002,Fleet Services,8,Month,27337.56,0,20,43740.1,218700.48,PO-2025-0861,8,Matched,Successfully matched against PO.
273,INVREC00085-01,INVREC00085,1,EXP-001,Customs Clearance,1,Shipment,92593.72,0,10,9259.37,92593.72,PO-2026-1351,1,Matched,Successfully matched against PO.
274,INVREC00085-02,INVREC00085,2,EXP-002,International Logistics,3,Shipment,50467.75,0,10,15140.33,151403.25,PO-2026-1351,3,Matched,Successfully matched against PO.
275,INVREC00086-01,INVREC00086,1,ABCD-100,Steel Coils,12,Ton,6447.03,0,5,3868.22,77364.32,PO-2025-1011,12,Matched,Validated automatically.
276,INVREC00086-02,INVREC00086,2,ABCD-300,Packaging Film,8,Roll,23854,0,5,9541.6,190831.98,PO-2025-1011,8,Matched,Ready for payment.
277,INVREC00086-03,INVREC00086,3,ABCD-200,Industrial Fasteners,79,Box,1958.59,0,5,7736.43,154728.63,PO-2025-1011,79,Matched,Matched to purchase order.
278,INVREC00087-01,INVREC00087,1,CBRE-001,Commercial Real Estate,2,Project,4118.13,0,10,823.63,8236.25,PO-2025-1209,2,Matched,Successfully matched against PO.
279,INVREC00087-02,INVREC00087,2,CBRE-002,Property Valuation,2,Project,3932.63,0,10,786.53,7865.25,PO-2025-1209,2,Matched,Ready for payment.
280,INVREC00088-01,INVREC00088,1,SIE-002,Electrical Equipment,7,Unit,13754.71,0,20,19256.6,96283,PO-2024-0584,7,Matched,Goods receipt confirmed.
281,INVREC00088-02,INVREC00088,2,SIE-001,Industrial Automation,4,Unit,42961.72,0,20,34369.37,171846.86,PO-2024-0584,4,Matched,Ready for payment.
282,INVREC00089-01,INVREC00089,1,PAR-001,Hydraulic Components,7,Unit,43246.84,0,5,15136.39,302727.88,PO-2024-1440,7,Matched,Validated automatically.
283,INVREC00089-02,INVREC00089,2,PAR-002,Seals & Gaskets,16,Box,11319.95,0,5,9055.96,181119.25,PO-2024-1440,16,Matched,Three-way match completed.
284,INVREC00090-01,INVREC00090,1,VMW-002,Support Services,3,Year,37832.74,0,10,11349.82,113498.23,PO-2026-1274,3,Matched,Successfully matched against PO.
285,INVREC00090-02,INVREC00090,2,VMW-001,vSphere License,11,CPU,12575.09,0,10,13832.6,138325.96,PO-2026-1274,11,Matched,Goods receipt confirmed.
286,INVREC00091-01,INVREC00091,1,DEL-002,Tax Consulting,23,Hour,7989.05,0,10,18374.83,183748.25,PO-2025-0745,23,Matched,Three-way match completed.
287,INVREC00091-02,INVREC00091,2,DEL-001,Audit Services,1,Project,203168.8,0,10,20316.88,203168.8,PO-2025-0745,1,Matched,Three-way match completed.
288,INVREC00092-01,INVREC00092,1,DELL-KB,Keyboard,22,Unit,298.78,0,0,0,6573.2,PO-2025-1029,22,Matched,Three-way match completed.
289,INVREC00092-02,INVREC00092,2,DELL-DOCK,Docking Station,1,Unit,3225.74,0,0,0,3225.74,PO-2025-1029,1,Matched,Goods receipt confirmed.
290,INVREC00092-03,INVREC00092,3,DELL-MS,Mouse,37,Unit,136.53,0,0,0,5051.63,PO-2025-1029,37,Matched,Goods receipt confirmed.
291,INVREC00093-01,INVREC00093,1,GEN-002,Miscellaneous Supplies,41,Each,1139.29,0,5,2335.54,46710.8,PO-2026-0474,41,Matched,Successfully matched against PO.
292,INVREC00093-02,INVREC00093,2,GEN-001,General Services,41,Hour,1237.74,0,5,2537.38,50747.54,PO-2026-0474,41,Matched,Validated automatically.
293,INVREC00094-01,INVREC00094,1,ELT-001,Janitorial Services,13,Visit,9973.17,2593.02,20,25411.63,129651.16,PO-2023-0920,13,Matched,Validated automatically.
294,INVREC00094-02,INVREC00094,2,ELT-002,Facility Maintenance,24,Hour,13931.81,0,20,67391.3,334363.51,PO-2023-0920,24,Matched,Three-way match completed.
295,INVREC00095-01,INVREC00095,1,APP-002,iPad,8,Unit,7167.3,0,18,10320.91,57338.37,PO-2026-0425,8,Matched,Matched to purchase order.
296,INVREC00095-02,INVREC00095,2,APP-003,iPhone,7,Unit,14945.34,9415.56,18,17136.33,104617.37,PO-2026-0425,7,Matched,Matched to purchase order.
297,INVREC00095-03,INVREC00095,3,APP-001,MacBook Pro,2,Unit,72930.38,0,18,27949.73,145860.75,PO-2026-0425,2,Matched,Three-way match completed.
298,INVREC00096-01,INVREC00096,1,SOD-001,Facility Management,12,Month,3749.97,0,5,2249.98,44999.62,PO-2026-1305,12,Matched,Matched to purchase order.
299,INVREC00096-02,INVREC00096,2,SOD-002,Catering,8,Event,4791.63,0,5,1916.65,38333.01,PO-2026-1305,8,Matched,Goods receipt confirmed.
300,INVREC00097-01,INVREC00097,1,UPS-001,Ground Shipping,98,Package,1724.07,6758.36,18,29196.11,168958.96,PO-2023-0836,98,Matched,Ready for payment.
301,INVREC00097-02,INVREC00097,2,UPS-002,Supply Chain Services,6,Month,54066.87,0,18,59608.72,324401.19,PO-2023-0836,6,Matched,Validated automatically.
302,INVREC00098-01,INVREC00098,1,MAK-001,Power Tools,6,Unit,15000.52,2700.09,20,17460.61,90003.13,PO-2025-0208,5,Awaiting Approval,Pending goods receipt confirmation.
303,INVREC00098-02,INVREC00098,2,MAK-002,Accessories,30,Box,3548.9,0,20,21833.44,106467.12,PO-2025-0208,26,Awaiting Approval,Pending goods receipt confirmation.
304,INVREC00099-01,INVREC00099,1,BAL-002,Drives,1,Unit,249741.11,7492.23,0,0,249741.11,PO-2023-1155,1,Matched,Goods receipt confirmed.
305,INVREC00099-02,INVREC00099,2,BAL-001,Electric Motors,9,Unit,22595.62,0,0,0,203360.61,PO-2023-1155,9,Matched,Validated automatically.
306,INVREC00100-01,INVREC00100,1,ATL-001,Air Cargo Charter,2,Flight,42710.23,0,5,4271.02,85420.46,PO-2025-0532,2,Matched,Ready for payment.
307,INVREC00101-01,INVREC00101,1,SAMI-02,Design Work,6,Hour,13991.05,5036.78,5,3945.48,83946.28,PO-2024-0917,6,Matched,Successfully matched against PO.
308,INVREC00101-02,INVREC00101,2,SAMI-01,Consulting Services,1,Hour,180807.38,0,5,9292.2,180807.38,PO-2024-0917,1,Matched,Ready for payment.
309,INVREC00102-01,INVREC00102,1,WWG-001,MRO Supplies,8,Box,5389.59,0,5,2155.84,43116.72,PO-2026-0304,5,Missing PO,Invoice has no purchase order.
310,INVREC00102-02,INVREC00102,2,WWG-002,HVAC Parts,17,Unit,3848.15,0,5,3270.92,65418.47,PO-2026-0304,14,Vendor Mismatch,Vendor does not match purchase order.
311,INVREC00103-01,INVREC00103,1,EY-001,Financial Audit,1,Project,86874.46,0,18,15637.4,86874.46,PO-2023-1485,1,Matched,Ready for payment.
312,INVREC00103-02,INVREC00103,2,EY-002,Risk Consulting,14,Hour,12022.81,13465.54,18,30297.47,168319.28,PO-2023-1485,14,Matched,Successfully matched against PO.
313,INVREC00104-01,INVREC00104,1,ECO-002,Sanitation Services,12,Month,4451.05,0,0,0,53412.58,PO-2024-0276,12,Matched,Successfully matched against PO.
314,INVREC00104-02,INVREC00104,2,ECO-001,Cleaning Chemicals,20,Case,4546.43,0,0,0,90928.57,PO-2024-0276,20,Matched,Matched to purchase order.
315,INVREC00105-01,INVREC00105,1,ACC-001,Technology Consulting,30,Hour,2326.47,0,10,6979.41,69794.12,PO-2025-0992,30,Matched,Matched to purchase order.
316,INVREC00105-02,INVREC00105,2,ACC-002,Systems Integration,1,Project,124320.77,0,10,12432.08,124320.77,PO-2025-0992,1,Matched,Successfully matched against PO.
